3e-07, 2.034, -5.46
0.0588512, 2.034, -5.46
0.0550659, 2.034, -6.03733
0.054346, 2.034, -6.57753
0.0545576, 2.034, -7.11066
0.0538566, 2.034, -7.64587
0.0538878, 2.034, -8.17421
0.0536724, 2.034, -8.70285
0.0528812, 2.034, -9.22937
0.0532773, 2.034, -9.74814
0.0528424, 2.034, -10.2708
0.0527481, 2.034, -10.7892
0.0532897, 2.034, -11.3066
0.055982, 2.034, -11.8294
0.0533235, 2.034, -12.3786
0.0533092, 2.034, -12.9017
0.0589063, 2.034, -13.4247
0.0550587, 2.034, -14.0025
0.0569083, 2.034, -14.5427
0.0539767, 2.034, -15.1009
0.0638394, 2.034, -15.6304
0.0533945, 2.034, -16.2567
0.0531115, 2.034, -16.7805
0.0533519, 2.034, -17.3015
0.0598495, 2.034, -17.8249
0.0531203, 2.034, -18.412
0.0530262, 2.034, -18.9331
0.0537994, 2.034, -19.4533
0.0566408, 2.034, -19.9811
0.0533846, 2.034, -20.5367
0.0536939, 2.034, -21.0604
0.0636049, 2.034, -21.5872
0.0544196, 2.034, -22.2111
0.054021, 2.034, -22.745
0.0640849, 2.034, -23.275
0.0524095, 2.034, -23.9036
0.0541982, 2.034, -24.4178
0.0535077, 2.034, -24.9494
